Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD03555,X-Ray Machine,7/23/2023,2,UltraMed,Model-450,Italy,12564.73345,9.051439375,1,1,2,sensor misalignment caused operational delay; software patch initiated. driver update moderate delay
MD04192,Defibrillator,6/26/2019,6,RescueTech,Model-450,USA,1255.327069,3.545876462,5,0,1,Component inspection after detecting battery wear; functionality restored. software reset temporary glitch
MD04590,Defibrillator,2/6/2021,4,ScanPro,Model-350,Canada,5045.215095,3.06824812,5,1,2,System performance degraded due to abnormal sound; mitigation via inspection. moderate delay non-critical warning
MD03128,Infusion Pump,7/29/2020,5,UltraMed,Model-650,Canada,7582.236413,8.811638274,3,1,1,System performance degraded due to data lag; mitigation via recalibration. log cleaned temporary glitch
MD03813,Infusion Pump,8/15/2022,3,CardioSync,Model-550,USA,767.5761133,11.09542701,5,4,2,System performance degraded due to software crash; mitigation via recalibration. component issue non-critical warning
MD04604,Defibrillator,5/25/2021,4,MedEquip,Model-350,France,5295.803531,9.883049023,4,3,2,Routine check completed; data lag observed during diagnostics. reviewed logs non-critical warning
MD02515,X-Ray Machine,7/12/2017,8,UltraMed,Model-150,UK,4919.734929,9.395659226,1,2,1,Routine check completed; overheating observed during diagnostics. software reset log file cleared
MD02233,CT Scanner,8/2/2021,4,RescueTech,Model-100,Canada,6376.886401,26.70645478,4,2,3,abnormal sound caused operational delay; replacement initiated. reboot failed system crash
MD00440,CT Scanner,3/6/2022,3,ImagingTech,Model-550,Japan,11263.44013,17.74127287,3,0,2,Component replacement after detecting data lag; functionality restored. driver update moderate delay
MD02423,X-Ray Machine,4/15/2021,4,CardioSync,Model-300,Italy,5791.400631,12.89435145,4,1,2,Component recalibration after detecting sensor misalignment; functionality restored. reviewed logs average severity report
MD02077,PET Scanner,10/27/2013,12,ImagingTech,Model-450,USA,13230.27631,13.03382657,2,1,2,Routine check completed; overheating observed during diagnostics. reviewed logs component review
MD03769,Defibrillator,11/9/2014,11,UltraMed,Model-500,Japan,4526.977895,1.613016155,4,3,1,data lag caused operational delay; inspection initiated. software reset minor issue
MD00420,CT Scanner,1/4/2019,6,CardioSync,Model-450,UK,5277.714452,7.542152664,5,1,1,Component component upgrade after detecting battery wear; functionality restored. quick fix quick fix
MD03623,CT Scanner,1/28/2017,8,ScanPro,Model-400,USA,8996.13668,4.697578446,1,2,2,Routine check completed; abnormal sound observed during diagnostics. moderate delay component review
MD02266,MRI Scanner,9/5/2020,5,ImagingTech,Model-200,UK,20869.37268,22.77230969,3,0,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced sensor replacement
MD03571,Defibrillator,5/7/2021,4,CardioSync,Model-550,USA,12169.58625,9.089391494,5,0,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced high priority failure
MD01241,Infusion Pump,11/18/2021,4,ImagingTech,Model-250,UK,1881.015591,6.237743647,1,3,1,Routine check completed; circuit failure observed during diagnostics. log cleaned quick fix
MD04765,PET Scanner,2/19/2019,6,ScanPro,Model-450,Italy,3940.353183,10.40332302,1,0,3,Component replacement after detecting battery wear; functionality restored. critical failure emergency shutdown
MD00944,PET Scanner,3/20/2014,11,CardioSync,Model-200,France,6286.786021,17.35686809,1,2,2,Routine check completed; data lag observed during diagnostics. reviewed logs performance warning
MD04089,Infusion Pump,1/17/2019,6,ScanPro,Model-450,France,5383.419863,3.742024432,4,1,1,Component replacement after detecting sensor misalignment; functionality restored. minor issue quick fix
MD02306,X-Ray Machine,8/10/2019,6,CardioSync,Model-150,USA,7362.034153,6.814437637,1,0,3,Component firmware update after detecting circuit failure; functionality restored. data loss hardware fault
MD03536,Defibrillator,11/1/2023,2,UltraMed,Model-500,USA,-723.2768453,1.667844099,2,2,1,software crash caused operational delay; firmware update initiated. minor issue system check passed
MD04418,X-Ray Machine,5/30/2014,11,CardioSync,Model-450,UK,6039.302361,8.487308509,3,1,1,data lag caused operational delay; recalibration initiated. software reset temporary glitch
MD03474,MRI Scanner,2/9/2024,1,MedEquip,Model-250,Japan,7329.61118,10.74530157,2,2,2,Component firmware update after detecting battery wear; functionality restored. reviewed logs driver update applied
MD01607,CT Scanner,12/4/2017,8,RescueTech,Model-300,UK,6739.146104,8.330995469,2,1,1,Routine check completed; battery wear observed during diagnostics. minor issue minor issue
MD02260,MRI Scanner,11/21/2018,7,ImagingTech,Model-500,Canada,8662.982614,12.82383947,2,0,2,System performance degraded due to overheating; mitigation via software patch. moderate delay non-critical warning
MD04518,Defibrillator,5/6/2023,2,ImagingTech,Model-500,UK,19675.01476,16.59263005,1,0,3,overheating caused operational delay; replacement initiated. critical failure critical failure
MD03131,PET Scanner,3/4/2022,3,ImagingTech,Model-650,Canada,2253.532634,5.43909358,4,1,1,Component recalibration after detecting data lag; functionality restored. software reset low priority fault
MD05450,Infusion Pump,10/1/2014,11,RescueTech,Model-250,USA,6644.530941,10.35627383,5,1,1,System performance degraded due to abnormal sound; mitigation via component upgrade. quick fix routine reset
MD01335,PET Scanner,7/3/2022,3,CardioSync,Model-500,France,4218.462197,1.14314755,2,4,1,System performance degraded due to circuit failure; mitigation via replacement. software reset temporary glitch
MD01933,CT Scanner,8/15/2017,8,RescueTech,Model-250,UK,7470.295159,3.802811611,4,5,1,Routine check completed; voltage spike observed during diagnostics. minor issue stable condition
MD02867,Infusion Pump,5/20/2020,5,UltraMed,Model-350,USA,10397.78803,9.07698657,4,4,3,Component firmware update after detecting sensor misalignment; functionality restored. sensor replaced sensor replacement
MD02882,Defibrillator,4/30/2022,3,UltraMed,Model-300,USA,9378.203068,7.106026323,3,2,3,Component replacement after detecting abnormal sound; functionality restored. reboot failed hardware fault
MD03905,Defibrillator,1/18/2020,5,CardioSync,Model-300,USA,19527.62747,24.97456775,5,2,3,System performance degraded due to circuit failure; mitigation via software patch. critical failure high priority failure
MD04817,MRI Scanner,1/10/2018,7,ScanPro,Model-500,USA,12053.70963,17.08465502,5,1,2,sensor misalignment caused operational delay; inspection initiated. moderate delay component review
MD04267,MRI Scanner,7/18/2018,7,ScanPro,Model-650,Canada,12449.94981,23.1243989,5,1,3,Component replacement after detecting voltage spike; functionality restored. data loss high priority failure
MD03136,PET Scanner,8/26/2013,12,RescueTech,Model-600,Italy,5174.411134,8.77934295,1,4,1,sensor misalignment caused operational delay; software patch initiated. quick fix log file cleared
MD00067,PET Scanner,1/4/2015,10,CardioSync,Model-200,Canada,2551.563599,6.235635217,1,3,1,sensor misalignment caused operational delay; inspection initiated. minor issue minor issue
MD00821,Defibrillator,1/12/2023,2,CardioSync,Model-650,USA,17886.56412,26.57470772,1,2,3,Component recalibration after detecting overheating; functionality restored. critical failure urgent inspection needed
MD03260,PET Scanner,10/8/2019,6,ImagingTech,Model-650,Canada,15858.82332,5.60023848,3,0,3,System performance degraded due to data lag; mitigation via software patch. critical failure sensor replacement
MD01258,MRI Scanner,3/16/2018,7,UltraMed,Model-550,Canada,4918.232496,9.824258692,5,2,1,battery wear caused operational delay; software patch initiated. log cleaned log file cleared
MD00258,X-Ray Machine,11/25/2017,8,UltraMed,Model-150,USA,20583.86131,24.10835311,2,3,3,Routine check completed; voltage spike observed during diagnostics. critical failure critical malfunction
MD01071,X-Ray Machine,6/8/2022,3,RescueTech,Model-350,Canada,2779.701458,9.882300659,1,2,1,Component firmware update after detecting abnormal sound; functionality restored. software reset system check passed
MD01897,Infusion Pump,6/27/2020,5,ScanPro,Model-150,France,10282.71175,27.10056485,2,0,3,System performance degraded due to voltage spike; mitigation via component upgrade. critical failure high priority failure
MD01293,Infusion Pump,7/31/2023,2,CardioSync,Model-350,Japan,9763.596722,15.70475813,1,2,2,Routine check completed; circuit failure observed during diagnostics. component issue component review
MD03525,PET Scanner,12/21/2016,9,RescueTech,Model-100,Japan,4964.482647,2.610022216,3,2,1,Component software patch after detecting circuit failure; functionality restored. log cleaned log file cleared
MD04242,Infusion Pump,7/22/2022,3,MedEquip,Model-500,France,4187.720579,18.98251945,5,2,2,System performance degraded due to sensor misalignment; mitigation via inspection. component issue component review
MD00262,Infusion Pump,7/12/2022,3,MedEquip,Model-150,Japan,4417.743873,5.656375102,3,1,1,voltage spike caused operational delay; component upgrade initiated. minor issue low priority fault
MD02129,CT Scanner,1/8/2019,6,RescueTech,Model-350,Italy,2930.814194,4.90036864,3,1,1,abnormal sound caused operational delay; recalibration initiated. software reset quick fix
MD03414,Infusion Pump,11/27/2013,12,CardioSync,Model-300,Japan,644.5985958,2.314168253,3,1,2,sensor misalignment caused operational delay; software patch initiated. reviewed logs driver update applied
MD02963,X-Ray Machine,8/17/2017,8,ImagingTech,Model-650,Canada,12473.37959,25.46320453,5,2,3,circuit failure caused operational delay; firmware update initiated. reboot failed emergency shutdown
MD02946,MRI Scanner,8/29/2017,8,CardioSync,Model-500,Canada,1557.255418,16.34698239,2,1,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay non-critical warning
MD00934,PET Scanner,10/4/2017,8,ImagingTech,Model-450,Japan,6629.925721,7.544401617,5,4,1,Component firmware update after detecting circuit failure; functionality restored. log cleaned minor issue
MD00910,Defibrillator,9/12/2015,10,CardioSync,Model-400,Italy,3273.936819,14.03637328,1,0,2,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs average severity report
MD02851,Infusion Pump,6/12/2018,7,RescueTech,Model-250,Italy,10544.29225,8.93756544,4,3,3,System performance degraded due to software crash; mitigation via recalibration. sensor replaced hardware fault
MD02582,Infusion Pump,11/25/2022,3,CardioSync,Model-600,UK,20791.8809,28.07423456,1,3,3,abnormal sound caused operational delay; inspection initiated. critical failure system crash
MD00722,CT Scanner,2/10/2022,3,CardioSync,Model-200,France,5082.553079,3.522529055,4,4,1,data lag caused operational delay; system reset initiated. minor issue stable condition
MD02011,MRI Scanner,9/8/2023,2,CardioSync,Model-200,UK,4672.908034,12.62774874,5,0,2,Routine check completed; software crash observed during diagnostics. component issue component review
MD05352,MRI Scanner,7/7/2023,2,MedEquip,Model-200,UK,13507.202,6.00234344,2,2,3,System performance degraded due to sensor misalignment; mitigation via software patch. reboot failed critical malfunction
MD04714,X-Ray Machine,3/22/2017,8,ImagingTech,Model-650,USA,8315.21718,4.947439077,2,4,1,Routine check completed; voltage spike observed during diagnostics. quick fix minor issue
MD00847,CT Scanner,9/3/2018,7,CardioSync,Model-200,Japan,6261.062913,22.08079397,2,2,3,overheating caused operational delay; software patch initiated. sensor replaced urgent inspection needed
MD00696,Infusion Pump,1/30/2014,11,ScanPro,Model-400,Italy,17233.46351,20.3647892,1,0,3,Routine check completed; voltage spike observed during diagnostics. data loss critical malfunction
MD03094,MRI Scanner,3/26/2023,2,ScanPro,Model-650,France,7211.920384,16.66499251,3,1,2,Component inspection after detecting voltage spike; functionality restored. component issue non-critical warning
MD02689,MRI Scanner,12/12/2021,4,CardioSync,Model-500,Canada,8520.359033,7.034850765,5,2,2,battery wear caused operational delay; component upgrade initiated. moderate delay driver update applied
MD01672,PET Scanner,3/11/2017,8,ScanPro,Model-650,France,23243.82877,26.77416585,2,1,3,System performance degraded due to abnormal sound; mitigation via firmware update. reboot failed urgent inspection needed
MD05285,CT Scanner,9/23/2013,12,CardioSync,Model-200,Canada,4615.373987,2.343979164,3,3,1,Routine check completed; abnormal sound observed during diagnostics. quick fix temporary glitch
MD04231,CT Scanner,4/11/2023,2,UltraMed,Model-150,France,716.1124302,4.3243258,4,2,3,Component firmware update after detecting battery wear; functionality restored. reboot failed urgent inspection needed
MD02153,PET Scanner,10/22/2021,4,RescueTech,Model-150,Canada,6015.318035,5.676394132,4,5,1,battery wear caused operational delay; replacement initiated. log cleaned temporary glitch
MD03921,PET Scanner,8/26/2015,10,ImagingTech,Model-550,USA,12722.70817,13.65858262,5,3,2,Routine check completed; voltage spike observed during diagnostics. component issue driver update applied
